2,2,75,0.1,RAG,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,78.12196666666667,1.913380289493498,388.5078,11.74999031886126,0.8536428571428571,0.8536428571428571,0.8562309463260507,0.8562309463260507,0.8536428571428571,0.8536428571428573,0.8536428571428571,0.8536428571428571,0.8519721049766499,0.8519721049766499,0.40950079247287424,877.2666477203369,0
3,2,75,0.1,RAG,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,78.12196666666667,1.913380289493498,388.5078,11.74999031886126,0.8562428571428573,0.8562428571428573,0.8590826911754936,0.8590826911754934,0.8562428571428573,0.8562428571428573,0.8562428571428573,0.8562428571428573,0.8565747623748987,0.8565747623748987,0.42037427428106194,1059.51438536644,0
4,2,75,0.1,RAG,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,78.12196666666667,1.913380289493498,388.5078,11.74999031886126,0.8531714285714285,0.8531714285714285,0.8545968088077828,0.854596808807783,0.8531714285714285,0.8531714285714285,0.8531714285714285,0.8531714285714287,0.8519860139690275,0.8519860139690275,0.4771543574319582,1235.8767325401307,0
5,2,75,0.1,RAG,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,78.12196666666667,1.913380289493498,388.5078,11.74999031886126,0.8569142857142857,0.8569142857142857,0.8588105622511142,0.8588105622511142,0.8569142857142857,0.8569142857142857,0.8569142857142857,0.8569142857142857,0.856459010922966,0.8564590109229661,0.47141478857085045,1414.8154179096223,0
1,2,75,0.1,RAG,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,78.12196666666667,1.913380289493498,388.5078,11.74999031886126,0.7918000000000001,0.7918000000000001,0.7959470814715515,0.7959470814715515,0.7918000000000001,0.7918,0.7918000000000001,0.7918000000000001,0.7886812345021021,0.7886812345021021,0.565821184932369,663.7760660171509,0
3,1,75,0.1,RAG,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,78.12196666666667,1.913380289493498,388.5078,11.74999031886126,0.8331,0.8331,0.8358927573567918,0.8358927573567918,0.8331,0.8331,0.8331,0.8331,0.8311512207080749,0.8311512207080749,0.45082266597442977,984.9655566215515,0
3,2,75,0.1,RAG,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,78.12196666666667,1.913380289493498,388.5078,11.74999031886126,0.8584428571428571,0.8584428571428571,0.8589060450861471,0.8589060450861471,0.8584428571428571,0.8584428571428571,0.8584428571428571,0.8584428571428571,0.8579634785698728,0.8579634785698728,0.40956535059023114,1049.8991387844085,0
3,4,75,0.1,RAG,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,78.12196666666667,1.913380289493498,388.5078,11.74999031886126,0.8513142857142858,0.8513142857142858,0.8518448100393204,0.8518448100393204,0.8513142857142858,0.8513142857142857,0.8513142857142858,0.8513142857142858,0.851029785593996,0.851029785593996,0.6997789910462894,1183.643311357498,0
3,8,75,0.1,RAG,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,78.12196666666667,1.913380289493498,388.5078,11.74999031886126,0.8473142857142857,0.8473142857142857,0.8492207348277026,0.8492207348277028,0.8473142857142857,0.8473142857142857,0.8473142857142857,0.8473142857142857,0.8471251888112125,0.8471251888112125,1.0027281668020165,1710.1769518852234,0
3,16,75,0.1,RAG,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,78.12196666666667,1.913380289493498,388.5078,11.74999031886126,0.8509142857142857,0.8509142857142857,0.8534918210772078,0.8534918210772078,0.8509142857142857,0.8509142857142857,0.8509142857142857,0.8509142857142857,0.851197409566933,0.8511974095669332,1.1352260926814928,3273.8907850265505,0
