1,2,75,0.1,RAG,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,80.73123333333334,0.6240708925185415,402.21683333333334,7.359681830003854,0.8582428571428571,0.8582428571428571,0.8624704423123661,0.8636844470215983,0.8582428571428571,0.8564967229307783,0.8582428571428571,0.8582428571428572,0.8567085064868131,0.8582220069156762,0.4381478012016375,690.2204294681549,0
2,2,75,0.1,RAG,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,80.73123333333334,0.6240708925185415,402.21683333333334,7.359681830003854,0.9558285714285712,0.9558285714285712,0.9565806073317418,0.956609378509764,0.9558285714285712,0.9554005999018489,0.9558285714285712,0.9558285714285712,0.9555655816671598,0.9557929810291723,0.14466267399336785,871.3837716579437,0
3,2,75,0.1,RAG,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,80.73123333333334,0.6240708925185415,402.21683333333334,7.359681830003854,0.9651857142857143,0.9651857142857143,0.9653374943540408,0.965545292548715,0.9651857142857143,0.9650284742843107,0.9651857142857143,0.9651857142857143,0.9649890428404266,0.9651701317216673,0.13427060365593954,1065.835960817337,0
4,2,75,0.1,RAG,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,80.73123333333334,0.6240708925185415,402.21683333333334,7.359681830003854,0.9673571428571428,0.9673571428571428,0.9675363224185192,0.9675851808512738,0.9673571428571428,0.9670708656384841,0.9673571428571428,0.9673571428571428,0.9671518933820499,0.9673207436739899,0.13554634524197806,1252.0605536460876,0
5,2,75,0.1,RAG,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,80.73123333333334,0.6240708925185415,402.21683333333334,7.359681830003854,0.9670714285714286,0.9670714285714286,0.9670232949123246,0.9673089693626465,0.9670714285714286,0.9668547694644968,0.9670714285714286,0.9670714285714286,0.9668195574854946,0.9670735471333375,0.13920970657546938,1411.6707657337188,0
3,1,75,0.1,RAG,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,80.73123333333334,0.6240708925185415,402.21683333333334,7.359681830003854,0.9455714285714286,0.9455714285714286,0.9462327534054124,0.9467682759627298,0.9455714285714286,0.9453103001548302,0.9455714285714286,0.9455714285714286,0.9451976523710975,0.9455993207409291,0.17375510844601888,964.1071298599243,0
3,2,75,0.1,RAG,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,80.73123333333334,0.6240708925185415,402.21683333333334,7.359681830003854,0.9640142857142857,0.9640142857142857,0.9644129352897319,0.9645554448458545,0.9640142857142857,0.9637172219591031,0.9640142857142857,0.9640142857142857,0.9637882491195547,0.9640084888431708,0.13632988946347022,1055.5775498390199,0
3,4,75,0.1,RAG,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,80.73123333333334,0.6240708925185415,402.21683333333334,7.359681830003854,0.9686285714285715,0.9686285714285715,0.9689005099725929,0.9691112627406173,0.9686285714285715,0.9684813463955507,0.9686285714285715,0.9686285714285715,0.968487570332449,0.968667236889379,0.16078588485624548,1198.7006350517272,0
3,8,75,0.1,RAG,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,80.73123333333334,0.6240708925185415,402.21683333333334,7.359681830003854,0.8017142857142858,0.8017142857142858,0.7815716850580926,0.7819419450910161,0.8017142857142858,0.7990541153625113,0.8017142857142858,0.8017142857142858,0.7831473687464836,0.7837789734622208,0.5932541375053926,1753.037197494507,0
3,16,75,0.1,RAG,SLIC0,avg_color centroid std_deviation_centroid std_deviation_color,80.73123333333334,0.6240708925185415,402.21683333333334,7.359681830003854,0.11252857142857142,0.11252857142857142,0.011252857142857143,0.012662680612244898,0.11252857142857142,0.1,0.11252857142857142,0.11252857142857142,0.020229335826364964,0.02276378459349322,2.301167402746471,3366.7904211997984,0
