75,0.1,1NNSpatial,SLIC0,avg_color std_deviation_color centroid std_deviation_centroid,115.63946,0.9744079784156121,231.27892,1.9488159568312242,0.5756,0.5756,0.5719325888208218,0.5719325888208218,1.2053973122480066,714.303912973404,222.04689693450928
75,0.1,2NNSpatial,SLIC0,avg_color std_deviation_color centroid std_deviation_centroid,115.63946,0.9744079784156121,462.55784,3.8976319136624484,0.5702499999999999,0.5702499999999999,0.5662481279618253,0.5662481279618256,1.2119036450030956,716.2635925769806,247.48470735549927
75,0.1,4NNSpatial,SLIC0,avg_color std_deviation_color centroid std_deviation_centroid,115.63946,0.9744079784156121,925.11568,7.795263827324897,0.5536166666666666,0.5536166666666666,0.5488870189618975,0.5488870189618975,1.2602170284124132,767.6654251098632,249.15770196914673
75,0.1,8NNSpatial,SLIC0,avg_color std_deviation_color centroid std_deviation_centroid,115.63946,0.9744079784156121,1850.23136,15.590527654649794,0.5343666666666667,0.5343666666666667,0.5292184335414593,0.5292184335414593,1.314634032388951,881.9464260101319,248.13963222503662
75,0.1,16NNSpatial,SLIC0,avg_color std_deviation_color centroid std_deviation_centroid,115.63946,0.9744079784156121,3700.46272,31.181055309299587,0.49110000000000004,0.49110000000000004,0.4841211053507746,0.4841211053507746,1.437596803015851,1100.889581823349,246.34966135025024
75,0.1,1NNFeature,SLIC0,avg_color std_deviation_color centroid std_deviation_centroid,115.63946,0.9744079784156121,231.27892,1.9488159568312242,0.5749500000000001,0.5749500000000001,0.5708972963932876,0.5708972963932877,1.1971023011714852,713.537519454956,273.53673338890076
75,0.1,2NNFeature,SLIC0,avg_color std_deviation_color centroid std_deviation_centroid,115.63946,0.9744079784156121,462.55784,3.8976319136624484,0.5666666666666667,0.5666666666666667,0.5626911687322165,0.5626911687322167,1.2164667866965557,746.5418906211853,275.19628977775574
75,0.1,4NNFeature,SLIC0,avg_color std_deviation_color centroid std_deviation_centroid,115.63946,0.9744079784156121,925.11568,7.795263827324897,0.5527833333333333,0.5527833333333333,0.5473194733573244,0.5473194733573244,1.255468415833534,779.3801461696625,276.0034267902374
75,0.1,8NNFeature,SLIC0,avg_color std_deviation_color centroid std_deviation_centroid,115.63946,0.9744079784156121,1850.23136,15.590527654649794,0.5333166666666667,0.5333166666666667,0.5297445661394578,0.5297445661394576,1.3141791591618923,889.1597979068756,275.1351509094238
75,0.1,16NNFeature,SLIC0,avg_color std_deviation_color centroid std_deviation_centroid,115.63946,0.9744079784156121,3700.46272,31.181055309299587,0.49115000000000003,0.49115000000000003,0.48497572972403413,0.48497572972403413,1.4324340353620815,1102.2386157035828,275.68974256515503
75,0.1,RAG,SLIC0,avg_color std_deviation_color centroid std_deviation_centroid,115.63946,0.9744079784156121,607.78784,6.032481092751142,0.5572833333333332,0.5572833333333332,0.5538299024124455,0.5538299024124456,1.2524797486498,1778.5754731178283,168.2162160873413
